IC Model Coef,IC Model Pvalues,IC Model Adjusted Pvalues,LFC Model Coef,LFC Model Pvalues,LFC Model Adjusted Pvalues
0.02850688321672316,2.2719767466092263e-07,3.1887392934866333e-07,-0.05438989083303116,8.877429540301883e-08,1.8876607427347262e-07
0.30592369418871557,0.0,0.0,0.6241952280891008,0.0,0.0
-0.19831738863008963,0.0,0.0,-0.5226650485667584,0.0,0.0
-0.09301518019342653,5.747548066360142e-102,6.130717937450819e-101,-0.3229700468468253,0.0,0.0
0.13940740569134547,7.512567301711602e-143,1.092737062067142e-141,0.19064216199056244,2.0307197863354344e-79,2.1661011054244633e-78
0.12149534340578848,7.528399070336482e-117,9.265721932721823e-116,0.14116471469868588,1.65307569699993e-47,1.2022368705454036e-46
0.11185972469929448,1.5431750163195373e-133,2.05756668842605e-132,0.12995976297708273,3.667674908971622e-54,2.9341399271772974e-53
-0.27931953114659297,0.0,0.0,-0.6499133929097054,0.0,0.0
0.19996299409805518,1.095783708756616e-272,2.5046484771579796e-271,0.34799120990001603,9.295999191234592e-243,1.6526220784417054e-241
0.10684936606951279,1.710080999118157e-103,1.9543782847064655e-102,0.18766831969412848,7.165525669976663e-94,8.819108516894354e-93
0.057343798042576506,1.0621345397853788e-35,2.697484545486676e-35,-0.02908075164316956,0.0006090015988025408,0.0009369255366192935
0.014335542944638834,0.0007173690157636572,0.0008630003197156778,-0.03648311416643709,3.12108156430733e-06,5.874977062225562e-06
-0.024530176000183056,3.783653778143845e-05,4.804639718277898e-05,-0.15290215921844258,6.264271113649632e-44,3.854936069938235e-43
0.03759749605834402,2.6414410952099003e-13,4.402401825349834e-13,0.004015505375189183,0.672273753582584,0.6807835479317306
0.03785078733640858,1.947717266113691e-18,3.62366002997896e-18,-0.02472917023446831,0.001930739915708012,0.0028083489683025627
0.052833747751869796,2.1584675060733206e-34,5.396168765183301e-34,0.01285258331130583,0.10690760336162153,0.130089063373575
0.025716499909922776,3.668090426906143e-07,5.103430159173764e-07,-0.022936623785947116,0.014017931799486757,0.01900736515184645
0.029133729342364703,9.290078038128421e-08,1.3154092797349976e-07,-0.015396840743119488,0.12634037822862657,0.1497367445672611
0.047091191281149955,1.3647473581299477e-27,2.8731523329051533e-27,0.006745100245667777,0.39822478786676463,0.4219600401237241
0.06018254185284926,2.6378997869756796e-44,8.613550324818545e-44,0.027571545648786628,0.0005262843890799832,0.0008175291480854108
0.01759106858018099,0.001104843037911891,0.001309443600488167,-0.0497175104852558,5.924514897355967e-07,1.1300170494640384e-06
0.025487524165185613,7.073506288687004e-07,9.591194967711192e-07,-0.02289018119955449,0.015843131586138766,0.021124175448185022
0.04941143464289861,1.4555273882692872e-29,3.234505307265083e-29,0.007017104959618495,0.3849083786940326,0.4129717733497587
0.0663873474863136,1.7892331988732447e-53,8.179351766277691e-53,0.04429635875869214,2.5806506453445233e-08,5.5797851791232935e-08
0.012712224762147162,0.013907207099699047,0.015893950971084626,-0.059220987852677,5.457802928444494e-10,1.3033559232106254e-09
0.025868807020714556,5.638031870352206e-07,7.710129053473103e-07,-0.04960497153603758,2.0337931455132116e-07,4.171883375411716e-07
0.05781796423445882,6.512343898478511e-41,1.8945000431937487e-40,0.029882442584888848,0.000175511544292752,0.00028365502107919515
0.06192405291216204,1.6617861863469928e-45,5.780125865554758e-45,0.04922385635175621,1.0643196412487683e-09,2.467987573910187e-09
0.008387706889209477,0.1020609690480447,0.10506695915233515,-0.06029903273452835,1.9528182144538137e-10,4.882045536134534e-10
0.008887478669993423,0.10244028517352677,0.10506695915233515,-0.0805938024927368,1.0637708579436715e-15,4.052460411213986e-15
0.07393787518511498,6.8906913331589976e-65,4.2404254357901525e-64,0.0634836802305495,2.4264231332734792e-15,9.028551193575737e-15
0.06554828553246728,1.5483508904345954e-51,6.881559513042646e-51,0.05614983922441544,2.3493832897200717e-12,7.495766352507065e-12
0.005624891668969024,0.29814490418917344,0.30191889031815033,-0.06983742229614942,2.6503880372955697e-12,8.155040114755599e-12
0.01031275067574685,0.045616502242095486,0.048335366614140916,-0.06572242121144592,5.2553121162953835e-12,1.557129515939373e-11
0.06537371170444232,5.90053483125476e-50,2.4207322384634913e-49,0.0622488222935811,1.7327834297871425e-14,6.161007750354285e-14
0.06848229657990847,4.0725764130548394e-57,1.9745825032993162e-56,0.03960464169226658,5.932589509686202e-07,1.1300170494640384e-06
0.00982977209644749,0.055836946541486215,0.05877573320156444,-0.06692874810832226,1.7781809851482257e-12,5.927269950494086e-12
-0.00187836942377502,0.7136853923373776,0.7181739797105686,-0.0789783666816319,6.632170270907983e-17,2.720890367551993e-16
0.06447243453778684,2.8960479764716757e-50,1.2193886216722845e-49,0.04900833550565777,8.129981216611449e-10,1.912936756849753e-09
0.05807651617032579,5.840737156988505e-40,1.639505166873966e-39,0.0364973308747107,6.6056330326307e-06,1.2148290634723127e-05
0.0333279497722073,8.857257975233309e-11,1.366611494683423e-10,-0.03732500503265763,8.347405658999387e-05,0.00013973236901094511
0.017617159316149527,0.0010971166115820443,0.001309443600488167,-0.05733937125726911,8.715532846098276e-09,1.936785076910728e-08
0.0620543362243932,1.5335907444648796e-46,5.452767091430683e-46,0.03429794343868729,1.7763934581914776e-05,3.193516329332993e-05
0.061582003297844044,2.9509244756071406e-45,9.83641491869047e-45,0.043030750478228214,8.966388527989949e-08,1.8876607427347262e-07
0.01274503221815811,0.01906272845731229,0.021180809397013656,-0.05078702799356742,4.209573033421141e-07,8.315205991942995e-07
0.022992209574875525,6.67926566781374e-06,8.759692679099987e-06,-0.04710569781540817,5.811191634271215e-07,1.1300170494640384e-06
0.05375812296871934,4.072660701395404e-34,1.0025010957280994e-33,0.03581720067627179,1.0988528278900295e-05,1.9979142325273264e-05
0.05470470388341321,1.3959487124722702e-36,3.60244829025102e-36,0.01960161061992627,0.014164309826382324,0.019044450186732537
0.02254349462953687,8.710803369918918e-06,1.1331126334853878e-05,-0.03911081881471056,2.932949242094445e-05,5.100781290599035e-05
0.03355291983237635,4.9624095383442776e-11,7.78417182485377e-11,-0.011623922989903702,0.21744526259020897,0.2502967051398089
0.05222954926875704,3.336170195710918e-33,8.087685322935558e-33,0.01292809164730787,0.10732347728319938,0.130089063373575
0.034005690687388235,8.836670592296915e-15,1.5537003239203366e-14,-0.010313011442837658,0.20262696022420149,0.23492980895559593
0.034210371268023565,1.687951216263076e-11,2.7280019656776983e-11,-0.02178886254848713,0.02022221820005762,0.026520941901714914
0.03110075131553542,1.4900129434729884e-08,2.1871749628961296e-08,-0.033981250375561434,0.0008041759992609632,0.0012254110464928964
0.04694990833971031,4.072705586965948e-27,8.462764856033139e-27,0.009440611793171006,0.23997905532825692,0.2723166585285185
0.04846165070631454,5.311418569736414e-29,1.1641465358326387e-28,0.009530500820515393,0.2336393554021228,0.26701640617385464
0.02748622069498474,4.7274726198899907e-07,6.520651889503435e-07,-0.015787567572045635,0.11708187725399576,0.14085037865142347
0.0334846827150502,8.882974715442249e-11,1.366611494683423e-10,-0.008243085925176186,0.38716103751539876,0.4129717733497587
0.03570128421765882,4.1900862157132127e-16,7.618338574024022e-16,-0.024370712306518324,0.0026331910125978637,0.0037955906487897135
0.05989453676544212,1.025760603135251e-43,3.2180724804243173e-43,0.02344365358889094,0.0032659987691146205,0.004665712527306601
0.024918027358393872,1.0624799440708963e-06,1.4285444626163311e-06,-0.02162756069111708,0.021785305256296655,0.028338608463475322
0.037797849192674836,1.5010926058033782e-13,2.5825249132101125e-13,-0.003997053891224304,0.6721616391460346,0.6807835479317306
0.04230260735916049,1.0995456316284345e-22,2.1454548909823115e-22,-0.010342894837892518,0.19409938898168785,0.22668541778883255
0.06538291019703507,7.2148025692429205e-50,2.8859210276971682e-49,0.052316267054517474,1.2024082329547533e-10,3.102988988270331e-10
0.008515164307674508,0.09662216858293346,0.1003866686575932,-0.06877402365932148,3.6877353729372544e-13,1.2553992758935335e-12
0.029185671545451552,7.267307806218591e-08,1.0381868294597988e-07,0.005205976241531315,0.6028883937616616,0.6223364064636506
0.05046438501003973,6.259706631318585e-31,1.4728721485455494e-30,-0.005750055665014188,0.47520776380090846,0.4969492954780742
0.07554719321399134,4.247317424278974e-68,2.8315449495193162e-67,0.07049477615353833,1.1366010007133356e-18,4.7856884240561505e-18
-0.0011987187129375897,0.8265014266031209,0.8265014266031209,-0.1007484020639762,1.9810450140507567e-23,8.804644506892251e-23
0.04232874820689728,1.8934583074579107e-16,3.482222174635238e-16,0.01951506301785675,0.039856185907696066,0.050611029724058496
0.04589290206073813,1.2323302833722646e-25,2.4958588017666118e-25,0.013360727503865766,0.09873331782028298,0.12151792962496367
0.08976614418744824,4.515957895454965e-96,4.014184795959969e-95,0.09363652067653647,6.01270513574581e-32,3.103331682965579e-31
-0.023989263398538605,3.653360173380036e-06,4.830889485461205e-06,-0.15731001653217974,1.1840796437080847e-60,1.052515238851631e-59
0.09782350264691056,1.519737767023712e-79,1.1578954415418756e-78,0.12922961655833984,1.171830802158318e-41,6.944182531308551e-41
0.012372699094623567,0.00426321284834707,0.005015544527467141,-0.0811773311639287,3.23537543120341e-24,1.4790287685501303e-23
0.07260322442185083,1.1952199972360557e-62,7.082785168806256e-62,0.05989370267980335,7.986846151363669e-14,2.778033443952581e-13
-0.02880089510683992,3.190614120046014e-08,4.5990834162825426e-08,-0.1387436934081352,3.8500609634818835e-47,2.6783032789439193e-46
0.11003575576017036,1.1240112490681893e-66,7.193671994036412e-66,0.18666826438505912,1.3575471716827736e-56,1.1431976182591778e-55
-0.050049947319956455,2.4372335339678156e-30,5.6515560207949344e-30,-0.19717042820688965,2.761331183423283e-131,3.681774911231044e-130
0.06345298676987003,2.4537591561447526e-47,8.9227605677991e-47,0.018041112997593988,0.025934354381428767,0.03319597360822882
0.030559735846461024,2.2012706074982052e-08,3.201848156361026e-08,-0.038336654509684404,0.0001435143731057941,0.00023430918058088833
0.30516716533357885,0.0,0.0,0.6277562651917046,0.0,0.0
-0.20712183825461702,0.0,0.0,-0.53445150761632,0.0,0.0
-0.08875137220195238,1.5135499942326884e-93,1.2745684161959483e-92,-0.3207437830013773,0.0,0.0
0.14470457617953578,1.1645824614485488e-150,1.8633319383176781e-149,0.19664132009207214,1.05099233190955e-82,1.2011340936109144e-81
0.11233807315844135,2.208620965302443e-101,2.0787020849905347e-100,0.11092809497922095,2.4342563625693894e-30,1.2171281812846946e-29
0.12133770393570312,2.0679069173685333e-156,3.6762789642107256e-155,0.13882831227795753,1.9131616949401946e-61,1.8006227717084186e-60
-0.27030950420376065,0.0,0.0,-0.6206523339783073,0.0,0.0
0.19063225816616133,4.831086285278239e-246,9.662172570556477e-245,0.34009822138720847,5.355865386573213e-230,8.56938461851714e-229
0.10600793374332877,8.530778043776335e-102,8.530778043776334e-101,0.16913470358514418,1.4490087084405262e-76,1.4490087084405262e-75
0.04491453675761335,1.1999719610693646e-22,2.31319896109757e-22,-0.030898783649928024,0.00026195610006865663,0.0004191297601098506
0.02728662670657061,1.0905090852948444e-10,1.6617281299730964e-10,-0.02457847994473933,0.0016384458179567955,0.0024050580814044703
-0.024210566150967696,4.909528919332311e-05,6.136911149165388e-05,-0.14445514532439754,2.804723248715793e-39,1.6026989992661674e-38

