#HMM - Sites
# Tn-HMM
#Console: python3 /home/grads/s/schoudhery/.local/bin/transit hmm murray2013_caulobacter_table_S3_remapped.wig Caulobacter_NA1000.prot_table Caulobacter_hmm.txt
# 
# Mean:	136.43
# Median:	78.00
# Normalization:	TTR
# LOESS Correction:	False
# pins (obs):	0.874386
# pins (est):	0.909315
# Run length (r):	2
# State means:
#    ES:   1.0101   GD:   3.0843   NE: 108.4301   GA: 542.1507
# Self-Transition Prob:
#    ES: -8.5059e-05   GD: -8.5059e-05   NE: -8.5059e-05   GA: -8.5059e-05
# State Emission Parameters (theta):
#    ES: 0.9900   GD: 0.3242   NE: 0.0092   GA: 0.0018
# State Distributions:#    ES: 5.84%   GD: 3.17%   NE: 89.48%   GA: 1.51%
12624	20	1.04e-47 	1.36e-11 	1.00e+00 	3.35e-10 	NE	CCNA_00012_(mutS)
12970	72	1.68e-151	3.12e-20 	1.00e+00 	5.20e-10 	NE	CCNA_00012_(mutS)
13134	0	9.35e-06 	1.02e-06 	1.00e+00 	3.03e-10 	NE	CCNA_00012_(mutS)
13294	41	1.37e-87 	1.57e-13 	1.00e+00 	4.21e-10 	NE	CCNA_00012_(mutS)
13363	62	1.53e-131	1.41e-18 	1.00e+00 	6.28e-10 	NE	CCNA_00012_(mutS)
13425	0	9.35e-06 	1.02e-06 	1.00e+00 	5.97e-10 	NE	CCNA_00012_(mutS)
13446	33	1.27e-71 	3.36e-12 	1.00e+00 	2.12e-09 	NE	CCNA_00012_(mutS)
13504	209	0.00e+00 	5.29e-43 	1.00e+00 	2.76e-08 	NE	CCNA_00012_(mutS)
13693	605	0.00e+00 	8.27e-109	1.00e+00 	9.01e-07 	NE	CCNA_00012_(mutS)
13743	74	1.72e-155	1.43e-20 	1.00e+00 	1.73e-08 	NE	CCNA_00012_(mutS)
13774	84	1.88e-175	3.11e-22 	1.00e+00 	6.78e-09 	NE	CCNA_00012_(mutS)
13900	17	1.01e-41 	4.46e-11 	1.00e+00 	1.58e-09 	NE	CCNA_00012_(mutS)
13917	20	1.04e-47 	1.45e-11 	1.00e+00 	6.10e-10 	NE	CCNA_00012_(mutS)
14076	12	9.65e-32 	4.10e-10 	1.00e+00 	3.60e-10 	NE	CCNA_00012_(mutS)
14149	19	1.03e-45 	3.05e-11 	1.00e+00 	3.34e-10 	NE	CCNA_00012_(mutS)
14157	17	1.01e-41 	2.47e-10 	1.00e+00 	3.54e-10 	NE	CCNA_00012_(mutS)
14176	7	9.23e-22 	1.81e-07 	1.00e+00 	4.68e-10 	NE	CCNA_00012_(mutS)
14183	0	9.36e-06 	3.63e-06 	1.00e+00 	1.09e-09 	NE	
14189	198	0.00e+00 	4.45e-39 	1.00e+00 	1.91e-08 	NE	
14191	472	0.00e+00 	1.04e-86 	1.00e+00 	2.67e-07 	NE	
14294	0	2.10e-05 	1.96e-03 	9.98e-01 	8.24e-09 	NE	CCNA_00013_(-)
14451	2	2.13e-09 	9.41e-04 	9.99e-01 	1.50e-09 	NE	CCNA_00013_(-)
14532	0	2.06e-05 	2.02e-03 	9.98e-01 	1.82e-09 	NE	CCNA_00013_(-)
14589	46	3.15e-97 	4.56e-11 	1.00e+00 	1.15e-08 	NE	CCNA_00013_(-)
14625	3	7.49e-12 	2.68e-02 	9.73e-01 	2.20e-08 	NE	CCNA_00013_(-)
14634	7	7.96e-21 	6.46e-03 	9.94e-01 	2.15e-09 	NE	CCNA_00013_(-)
14889	5	3.74e-17 	1.43e-02 	9.86e-01 	1.00e-09 	NE	CCNA_00013_(-)
14964	1	2.01e-07 	6.30e-02 	9.37e-01 	5.25e-10 	NE	CCNA_00013_(-)
15153	0	3.89e-05 	8.97e-02 	9.10e-01 	1.09e-09 	NE	CCNA_00013_(-)
15201	1	4.10e-07 	6.29e-02 	9.37e-01 	1.73e-08 	NE	CCNA_00013_(-)
15351	59	5.28e-123	1.48e-11 	1.00e+00 	2.47e-06 	NE	CCNA_00013_(-)
15473	0	5.08e-05 	1.23e-01 	8.77e-01 	1.43e-06 	NE	CCNA_00013_(-)
15576	13	5.25e-31 	1.00e-03 	9.99e-01 	1.23e-06 	NE	CCNA_00013_(-)
15669	27	1.93e-60 	5.25e-06 	1.00e+00 	2.24e-06 	NE	CCNA_00013_(-)
15678	10	1.02e-23 	2.37e-01 	7.63e-01 	3.91e-06 	NE	CCNA_00013_(-)
15695	4	2.16e-12 	9.22e-01 	7.79e-02 	5.53e-07 	GD	CCNA_00013_(-)
15844	2	1.30e-09 	9.96e-01 	4.49e-03 	3.13e-08 	GD	CCNA_00013_(-)
16042	1	5.72e-09 	1.00e+00 	1.98e-04 	1.28e-09 	GD	CCNA_00013_(-)
16134	11	2.55e-28 	9.99e-01 	1.06e-03 	4.16e-09 	GD	CCNA_00013_(-)
16136	4	1.51e-15 	1.00e+00 	5.01e-05 	3.68e-10 	GD	CCNA_00013_(-)
16290	0	4.54e-06 	1.00e+00 	1.32e-06 	1.41e-11 	GD	CCNA_00013_(-)
16384	0	5.14e-06 	1.00e+00 	3.87e-08 	4.92e-12 	GD	CCNA_00013_(-)
16415	0	5.31e-06 	1.00e+00 	2.94e-09 	4.68e-12 	GD	CCNA_00013_(-)
16539	3	1.72e-11 	1.00e+00 	1.07e-08 	3.39e-11 	GD	CCNA_00013_(-)
16832	0	5.92e-03 	9.94e-01 	1.94e-08 	3.24e-10 	GD	CCNA_00013_(-)
16842	0	7.86e-03 	9.92e-01 	5.28e-07 	1.11e-10 	GD	CCNA_00013_(-)
16869	0	8.50e-03 	9.91e-01 	1.85e-05 	1.67e-10 	GD	CCNA_00013_(-)
16904	0	8.70e-03 	9.91e-01 	6.50e-04 	4.63e-09 	GD	CCNA_00013_(-)
17019	13	3.31e-27 	2.26e-01 	7.74e-01 	6.67e-06 	NE	CCNA_00013_(-),CCNA_00014_(moaC)
17121	134	2.01e-271	3.62e-22 	1.00e+00 	1.05e-05 	NE	CCNA_00014_(moaC)
17684	117	3.05e-241	1.22e-27 	1.00e+00 	4.31e-06 	NE	CCNA_00015_(moaB)
17934	16	1.09e-39 	9.16e-11 	1.00e+00 	7.79e-07 	NE	CCNA_00015_(moaB)
18078	6	9.32e-20 	1.43e-08 	1.00e+00 	1.67e-07 	NE	CCNA_00016_(moaE)
18158	95	2.09e-197	2.27e-23 	1.00e+00 	7.97e-08 	NE	CCNA_00016_(moaE)
18170	38	1.23e-83 	1.37e-14 	1.00e+00 	1.90e-08 	NE	CCNA_00016_(moaE)
18344	7	9.24e-22 	1.71e-07 	1.00e+00 	4.36e-09 	NE	CCNA_00016_(moaE)
18736	0	9.35e-06 	3.49e-06 	1.00e+00 	1.53e-09 	NE	CCNA_00018_(moaA)
19024	364	0.00e+00 	1.12e-66 	1.00e+00 	2.28e-08 	NE	CCNA_00018_(moaA)
19055	0	1.94e-05 	2.90e-05 	1.00e+00 	1.42e-09 	NE	CCNA_00018_(moaA)
19121	1	1.97e-07 	2.03e-05 	1.00e+00 	4.88e-10 	NE	CCNA_00018_(moaA)
19352	14	1.16e-33 	1.36e-07 	1.00e+00 	3.54e-10 	NE	CCNA_00018_(moaA)
19405	17	1.01e-41 	6.45e-09 	1.00e+00 	3.47e-10 	NE	CCNA_00018_(moaA)
19642	83	1.86e-173	3.93e-21 	1.00e+00 	7.19e-10 	NE	CCNA_00018_(moaA)
19687	179	0.00e+00 	5.09e-38 	1.00e+00 	2.07e-09 	NE	CCNA_00018_(moaA)
19774	73	1.70e-153	2.09e-20 	1.00e+00 	1.01e-09 	NE	CCNA_00018_(moaA)
19792	128	2.83e-263	1.52e-29 	1.00e+00 	1.51e-09 	NE	
19795	196	0.00e+00 	7.61e-41 	1.00e+00 	2.79e-09 	NE	
19800	33	1.17e-73 	9.28e-14 	1.00e+00 	7.19e-10 	NE	
19829	7	9.21e-22 	6.92e-09 	1.00e+00 	3.72e-10 	NE	CCNA_00019_(-)
20059	25	1.09e-57 	7.18e-12 	1.00e+00 	3.90e-10 	NE	CCNA_00019_(-)
20129	1	1.82e-09 	4.86e-07 	1.00e+00 	4.37e-10 	NE	CCNA_00019_(-)
20238	375	0.00e+00 	3.45e-69 	1.00e+00 	1.69e-08 	NE	CCNA_00019_(-)
20327	1	1.82e-09 	4.00e-06 	1.00e+00 	1.05e-09 	NE	CCNA_00019_(-)
20336	4	1.87e-15 	1.32e-06 	1.00e+00 	4.52e-10 	NE	CCNA_00019_(-)
20445	122	2.69e-251	2.88e-26 	1.00e+00 	9.52e-10 	NE	CCNA_00019_(-),CCNA_00020_(-)
20574	31	1.15e-69 	2.00e-13 	1.00e+00 	4.77e-10 	NE	CCNA_00020_(-)
20617	18	1.02e-43 	2.99e-11 	1.00e+00 	3.99e-10 	NE	CCNA_00020_(-)
20766	70	1.65e-147	6.83e-20 	1.00e+00 	8.15e-10 	NE	CCNA_03911_(-)
20819	0	1.00e-03 	2.17e-03 	9.97e-01 	8.77e-10 	NE	
20905	0	1.01e-03 	2.24e-03 	9.97e-01 	2.74e-10 	NE	CCNA_00021_(-)
20977	6	1.06e-15 	2.26e-04 	1.00e+00 	3.48e-10 	NE	CCNA_00021_(-)
21021	2	1.00e-11 	1.03e-03 	9.99e-01 	3.11e-10 	NE	CCNA_00021_(-)
21096	46	4.10e-99 	4.73e-11 	1.00e+00 	1.13e-09 	NE	CCNA_00021_(-)
21348	132	2.93e-271	3.48e-30 	1.00e+00 	1.40e-09 	NE	CCNA_00021_(-)
21363	4	8.96e-16 	1.05e-07 	1.00e+00 	4.29e-10 	NE	CCNA_00021_(-)
21430	9	9.38e-26 	1.65e-08 	1.00e+00 	3.19e-10 	NE	CCNA_00021_(-)
21522	65	1.58e-137	4.77e-18 	1.00e+00 	4.88e-10 	NE	CCNA_00021_(-)
21613	30	1.14e-67 	2.93e-13 	1.00e+00 	3.85e-10 	NE	CCNA_00021_(-)
21690	54	1.42e-115	3.01e-17 	1.00e+00 	4.52e-10 	NE	CCNA_00021_(-)
21763	2	8.89e-12 	2.28e-07 	1.00e+00 	3.00e-10 	NE	CCNA_00021_(-)
21783	54	1.44e-115	5.22e-16 	1.00e+00 	4.66e-10 	NE	CCNA_00021_(-)
21987	54	1.42e-115	3.01e-17 	1.00e+00 	5.67e-10 	NE	CCNA_00021_(-)
21999	156	3.66e-319	3.38e-34 	1.00e+00 	1.71e-09 	NE	CCNA_00021_(-)
22113	0	9.35e-06 	1.02e-06 	1.00e+00 	6.55e-10 	NE	CCNA_00021_(-)
22203	332	0.00e+00 	6.92e-62 	1.00e+00 	1.49e-08 	NE	CCNA_00021_(-)
22369	104	2.26e-215	1.48e-25 	1.00e+00 	2.96e-09 	NE	CCNA_00021_(-)
22371	196	0.00e+00 	7.61e-41 	1.00e+00 	4.53e-09 	NE	CCNA_00021_(-)
22544	95	2.08e-197	4.62e-24 	1.00e+00 	1.72e-09 	NE	CCNA_00021_(-)
22682	17	1.01e-41 	4.45e-11 	1.00e+00 	5.80e-10 	NE	CCNA_00021_(-)
22696	60	1.50e-127	3.19e-18 	1.00e+00 	5.63e-10 	NE	CCNA_00021_(-)
22710	45	1.31e-97 	9.41e-16 	1.00e+00 	4.86e-10 	NE	CCNA_00021_(-)
22960	125	2.75e-257	4.78e-29 	1.00e+00 	9.47e-10 	NE	CCNA_00021_(-)
23085	1	1.82e-09 	4.82e-07 	1.00e+00 	3.56e-10 	NE	CCNA_00022_(-)
23148	42	2.65e-91 	7.41e-14 	1.00e+00 	4.13e-10 	NE	CCNA_00022_(-)
23156	15	9.92e-38 	1.01e-10 	1.00e+00 	3.58e-10 	NE	CCNA_00022_(-)
23250	188	0.00e+00 	1.81e-39 	1.00e+00 	1.73e-09 	NE	CCNA_00022_(-)
23270	0	9.35e-06 	1.02e-06 	1.00e+00 	4.28e-10 	NE	CCNA_00022_(-)
23409	73	1.84e-151	7.57e-19 	1.00e+00 	5.73e-10 	NE	CCNA_00022_(-)
23541	14	9.83e-36 	1.55e-10 	1.00e+00 	3.59e-10 	NE	CCNA_00022_(-)
23612	99	2.16e-205	1.17e-24 	1.00e+00 	7.14e-10 	NE	
23727	71	1.67e-149	4.50e-20 	1.00e+00 	6.11e-10 	NE	
23768	27	1.11e-61 	9.31e-13 	1.00e+00 	3.93e-10 	NE	CCNA_00023_(-)
23791	4	8.96e-16 	5.28e-08 	1.00e+00 	2.89e-10 	NE	CCNA_00023_(-)
23856	26	1.10e-59 	1.17e-11 	1.00e+00 	3.29e-10 	NE	CCNA_00023_(-)
23892	17	1.01e-41 	4.52e-11 	1.00e+00 	3.11e-10 	NE	CCNA_00023_(-)
23979	27	1.11e-61 	9.72e-13 	1.00e+00 	3.37e-10 	NE	CCNA_00023_(-)
23981	17	1.01e-41 	4.46e-11 	1.00e+00 	3.19e-10 	NE	CCNA_00023_(-)
24051	40	1.25e-87 	6.71e-15 	1.00e+00 	4.03e-10 	NE	CCNA_00023_(-)
24072	111	2.41e-229	1.01e-26 	1.00e+00 	8.01e-10 	NE	CCNA_00023_(-)
24229	17	1.01e-41 	4.45e-11 	1.00e+00 	4.01e-10 	NE	CCNA_00024_(-)
24244	101	2.20e-209	4.90e-25 	1.00e+00 	7.37e-10 	NE	CCNA_00024_(-)
24246	38	1.23e-83 	1.37e-14 	1.00e+00 	4.66e-10 	NE	CCNA_00024_(-)
24372	29	1.13e-65 	4.29e-13 	1.00e+00 	4.11e-10 	NE	CCNA_00024_(-)
24992	57	1.46e-121	9.54e-18 	1.00e+00 	6.08e-10 	NE	CCNA_00025_(-)
25070	5	9.04e-18 	2.58e-08 	1.00e+00 	6.43e-10 	NE	CCNA_00025_(-)
25085	430	0.00e+00 	6.15e-79 	1.00e+00 	4.21e-08 	NE	CCNA_00025_(-)
25163	43	1.29e-93 	2.02e-15 	1.00e+00 	2.43e-09 	NE	CCNA_00025_(-)
25182	132	2.93e-271	3.28e-30 	1.00e+00 	2.37e-09 	NE	CCNA_00025_(-)
25184	104	2.26e-215	1.48e-25 	1.00e+00 	1.44e-09 	NE	CCNA_00025_(-)
